No,Season,Name,Age,Nat.,Position,Market value,From,To,Fee,Type,,
452,22/23 Winter,Benoît Badiashile,21,France,Centre-Back,40000000,AS Monaco,Chelsea FC,38000000,Transfer,,
453,22/23 Winter,Noni Madueke,20,England,Right Winger,30000000,PSV Eindhoven,Chelsea FC,35000000,Transfer,,
454,22/23 Winter,Malo Gusto,19,France,Right-Back,25000000,Olympique Lyon,Chelsea FC,30000000,Transfer,,
455,22/23 Winter,Andrey Santos,18,Brazil,Defensive Midfield,15000000,Clube de Regatas Vasco da Gama,Chelsea FC,12500000,Transfer,,
456,22/23 Winter,David Datro Fofana,20,Cote d'Ivoire,Centre-Forward,10000000,Molde FK,Chelsea FC,12000000,Transfer,,
457,22/23 Winter,João Félix,23,Portugal,Left Winger,50000000,Atlético de Madrid,Chelsea FC,11000000,Loan,,
458,22/23 Winter,Jorginho,31,Italy,Defensive Midfield,15000000,Chelsea FC,Arsenal FC,11300000,Transfer,,
459,22/23 Winter,Andrey Santos,18,Brazil,Defensive Midfield,15000000,Chelsea FC,Clube de Regatas Vasco da Gama,0,Loan,,
460,22/23 Winter,Malo Gusto,19,France,Right-Back,25000000,Chelsea FC,Olympique Lyon,0,Loan,,
461,22/23 Winter,Cody Gakpo,23,Netherlands,Left Winger,55000000,PSV Eindhoven,Liverpool FC,42000000,Transfer,,
462,22/23 Winter,Máximo Perrone,20,Argentina,Defensive Midfield,10000000,CA Vélez Sarsfield,Manchester City,11000000,Transfer,,
463,22/23 Winter,Josh Wilson-Esbrand,20,England,Left-Back,1500000,Manchester City U21,Manchester City,-,Graduated,,
464,22/23 Winter,Diego Rosa,20,Brazil,Central Midfield,2000000,Manchester City,Esporte Clube Bahia,2000000,Transfer,,
465,22/23 Winter,João Cancelo,28,Portugal,Right-Back,50000000,Manchester City,Bayern Munich,0,Loan,,
466,22/23 Winter,Josh Wilson-Esbrand,20,England,Left-Back,1500000,Manchester City,Coventry City,0,Loan,,
467,22/23 Winter,Nahuel Bustos,24,Argentina,Centre-Forward,4500000,Manchester City,CA Talleres,0,Loan,,
468,22/23 Winter,Wout Weghorst,30,Netherlands,Centre-Forward,9000000,Burnley FC,Manchester United,2960000,Loan,,
469,22/23 Winter,Jack Butland,29,England,Goalkeeper,2000000,Crystal Palace,Manchester United,0,Loan,,
470,22/23 Winter,Marcel Sabitzer,28,Austria,Central Midfield,20000000,Bayern Munich,Manchester United,0,Loan,,
471,22/23 Winter,Kobbie Mainoo,17,England,Central Midfield,800000,Manchester United U21,Manchester United,-,Graduated,,
472,22/23 Winter,Zidane Iqbal,19,Iraq,Central Midfield,1000000,Manchester United U21,Manchester United,-,Graduated,,
473,22/23 Winter,Shola Shoretire,18,England,Attacking Midfield,4000000,Manchester United,Bolton Wanderers,0,Loan,,
474,22/23 Winter,Axel Tuanzebe,25,England,Centre-Back,3500000,Manchester United,Stoke City,0,Loan,,
475,22/23 Winter,Cristiano Ronaldo,37,Portugal,Centre-Forward,15000000,Manchester United,Without Club,-,End of contract,,
476,22/23 Winter,Martin Dúbravka,33,Slovakia,Goalkeeper,1500000,Manchester United,Newcastle United,0,End of loan,,
477,22/23 Winter,Pedro Porro,23,Spain,Right-Back,40000000,Sporting CP,Tottenham Hotspur,5000000,Loan,,
478,22/23 Winter,Arnaut Danjuma,25,Netherlands,Left Winger,20000000,Villarreal CF,Tottenham Hotspur,3000000,Loan,,
479,22/23 Winter,Matt Doherty,31,Ireland,Right-Back,5000000,Tottenham Hotspur,Arsenal FC,0,Free transfer,,
480,22/23 Winter,Bryan Gil,21,Spain,Left Winger,15000000,Tottenham Hotspur,Arsenal FC,0,Loan,,
481,22/23 Winter,Djed Spence,22,England,Right-Back,8000000,Tottenham Hotspur,Arsenal FC,0,Loan,,
482,23/24 Summer,Declan Rice,24,England,Defensive Midfield,100000000,West Ham United,Arsenal FC,116600000,Transfer,,
484,23/24 Summer,Jurrien Timber,22,Netherlands,Centre-Back,42000000,Ajax Amsterdam,Arsenal FC,40000000,Transfer,,
485,23/24 Summer,David Raya,27,Spain,Goalkeeper,32000000,Brentford FC,Arsenal FC,3340000,Loan,,
486,23/24 Summer,Folarin Balogun,22,United States,Centre-Forward,30000000,Arsenal FC,AS Monaco,30000000,Transfer,,
487,23/24 Summer,Granit Xhaka,30,Switzerland,Defensive Midfield,20000000,Arsenal FC,Bayer 04 Leverkusen,15000000,Transfer,,
488,23/24 Summer,Matt Turner,29,United States,Goalkeeper,10000000,Arsenal FC,Nottingham Forest,8150000,Transfer,,
489,23/24 Summer,Auston Trusty,24,United States,Centre-Back,8000000,Arsenal FC,Sheffield United,5800000,Transfer,,
490,23/24 Summer,Pablo Marí,29,Spain,Centre-Back,5000000,Arsenal FC,AC Monza,4900000,Transfer,,
491,23/24 Summer,Kieran Tierney,26,Scotland,Left-Back,25000000,Arsenal FC,Real Sociedad,1400000,Loan,,
492,23/24 Summer,Rob Holding,27,England,Centre-Back,8000000,Arsenal FC,Crystal Palace,1200000,Transfer,,
493,23/24 Summer,Nuno Tavares,23,Portugal,Left-Back,18000000,Arsenal FC,Nottingham Forest,1150000,Loan,,
494,23/24 Summer,Marquinhos,20,Brazil,Right Winger,10000000,Arsenal FC,FC Nantes,300000,Loan,,
495,23/24 Summer,Ainsley Maitland-Niles,25,England,Central Midfield,6000000,Arsenal FC,Olympique Lyon,0,Free transfer,,
496,23/24 Summer,Nicolas Pépé,28,Cote d'Ivoire,Right Winger,14000000,Arsenal FC,Trabzonspor,0,Free transfer,,
497,23/24 Summer,Rúnar Alex Rúnarsson,28,Iceland,Goalkeeper,1000000,Arsenal FC,Cardiff City,0,Loan,,
498,23/24 Summer,Arthur Okonkwo,21,England,Goalkeeper,2000000,Arsenal FC,Wrexham AFC,0,Loan,,
499,23/24 Summer,Albert Sambi Lokonga,23,Belgium,Central Midfield,15000000,Arsenal FC,Luton Town,0,Loan,,
500,23/24 Summer,Moisés Caicedo,21,Ecuador,Defensive Midfield,90000000,Brighton & Hove Albion,Chelsea FC,116000000,Transfer,,
501,23/24 Summer,Roméo Lavia,19,Belgium,Defensive Midfield,50000000,Southampton FC,Chelsea FC,62100000,Transfer,,
502,23/24 Summer,Christopher Nkunku,25,France,Attacking Midfield,80000000,RB Leipzig,Chelsea FC,60000000,Transfer,,
504,23/24 Summer,Axel Disasi,25,France,Centre-Back,40000000,AS Monaco,Chelsea FC,45000000,Transfer,,
505,23/24 Summer,Nicolas Jackson,22,Senegal,Centre-Forward,35000000,Villarreal CF,Chelsea FC,37000000,Transfer,,
506,23/24 Summer,Robert Sánchez,25,Spain,Goalkeeper,28000000,Brighton & Hove Albion,Chelsea FC,28700000,Transfer,,
507,23/24 Summer,Lesley Ugochukwu,19,France,Defensive Midfield,25000000,Stade Rennais FC,Chelsea FC,27000000,Transfer,,
508,23/24 Summer,Deivid Washington,18,Brazil,Centre-Forward,9000000,Santos FC,Chelsea FC,16000000,Transfer,,
509,23/24 Summer,Ângelo,18,Brazil,Right Winger,15000000,Santos FC,Chelsea FC,15000000,Transfer,,
510,23/24 Summer,Djordje Petrovic,23,Serbia,Goalkeeper,9000000,New England Revolution,Chelsea FC,14000000,Transfer,,
511,23/24 Summer,Diego Moreira,18,Portugal,Left Winger,3000000,SL Benfica B,Chelsea FC,0,Free transfer,,
512,23/24 Summer,Lucas Bergström,20,Finland,Goalkeeper,500000,Chelsea FC U21,Chelsea FC,-,Graduated,,
513,23/24 Summer,Ian Maatsen,21,Netherlands,Left-Back,20000000,Chelsea FC U21,Chelsea FC,-,Graduated,,
514,23/24 Summer,Lewis Hall,18,England,Left-Back,18000000,Chelsea FC U21,Chelsea FC,-,Graduated,,
515,23/24 Summer,Levi Colwill,20,England,Centre-Back,42000000,Chelsea FC U21,Chelsea FC,-,Graduated,,
516,23/24 Summer,Kai Havertz,24,Germany,Attacking Midfield,60000000,Chelsea FC,Arsenal FC,75000000,Transfer,,
517,23/24 Summer,Mason Mount,24,England,Attacking Midfield,60000000,Chelsea FC,Manchester United,64200000,Transfer,,
518,23/24 Summer,Mateo Kovacic,29,Croatia,Central Midfield,38000000,Chelsea FC,Manchester City,29100000,Transfer,,
519,23/24 Summer,Kalidou Koulibaly,32,Senegal,Centre-Back,12000000,Chelsea FC,Al-Hilal SFC,23000000,Transfer,,
520,23/24 Summer,Christian Pulisic,24,United States,Right Winger,25000000,Chelsea FC,AC Milan,20000000,Transfer,,
521,23/24 Summer,Edouard Mendy,31,Senegal,Goalkeeper,10000000,Chelsea FC,Al-Ahli SFC,18500000,Transfer,,
522,23/24 Summer,Ruben Loftus-Cheek,27,England,Central Midfield,25000000,Chelsea FC,AC Milan,18400000,Transfer,,
523,23/24 Summer,Ethan Ampadu,22,Wales,Defensive Midfield,12000000,Chelsea FC,Leeds United,8100000,Transfer,,
524,23/24 Summer,Romelu Lukaku,30,Belgium,Centre-Forward,40000000,Chelsea FC,AS Roma,5800000,Loan,,
525,23/24 Summer,Callum Hudson-Odoi,22,England,Left Winger,12000000,Chelsea FC,Nottingham Forest,3500000,Transfer,,
526,23/24 Summer,Diego Moreira,19,Portugal,Left Winger,3000000,Chelsea FC,Olympique Lyon,2800000,Loan,,
527,23/24 Summer,Kepa Arrizabalaga,28,Spain,Goalkeeper,18000000,Chelsea FC,Real Madrid,1000000,Loan,,
528,23/24 Summer,Pierre-Emerick Aubameyang,34,Gabon,Centre-Forward,4000000,Chelsea FC,Olympique Marseille,0,Free transfer,,
529,23/24 Summer,Tiemoué Bakayoko,29,France,Defensive Midfield,2500000,Chelsea FC,FC Lorient,0,Free transfer,,
530,23/24 Summer,Abdul Rahman Baba,29,Ghana,Left-Back,1200000,Chelsea FC,PAOK Thessaloniki,0,Free transfer,,
531,23/24 Summer,César Azpilicueta,33,Spain,Right-Back,5000000,Chelsea FC,Atlético de Madrid,0,Free transfer,,
532,23/24 Summer,N'Golo Kanté,32,France,Defensive Midfield,12000000,Chelsea FC,Al-Ittihad Club,0,Free transfer,,
533,23/24 Summer,Hakim Ziyech,30,Morocco,Right Winger,15000000,Chelsea FC,Galatasaray,0,Loan,,
534,23/24 Summer,David Datro Fofana,20,Cote d'Ivoire,Centre-Forward,10000000,Chelsea FC,1.FC Union Berlin,0,Loan,,
535,23/24 Summer,Gabriel Slonina,19,United States,Goalkeeper,6500000,Chelsea FC,KAS Eupen,0,Loan,,
536,23/24 Summer,Lewis Hall,18,England,Left-Back,18000000,Chelsea FC,Newcastle United,0,Loan,,
537,23/24 Summer,Andrey Santos,19,Brazil,Defensive Midfield,15000000,Chelsea FC,Nottingham Forest,0,Loan,,
538,23/24 Summer,Ângelo,18,Brazil,Right Winger,15000000,Chelsea FC,RC Strasbourg Alsace,0,Loan,,
539,23/24 Summer,João Félix,23,Portugal,Left Winger,50000000,Chelsea FC,Atlético de Madrid,0,End of loan,,
540,23/24 Summer,Denis Zakaria,26,Switzerland,Defensive Midfield,20000000,Chelsea FC,Juventus FC,0,End of loan,,
541,23/24 Summer,Dominik Szoboszlai,22,Hungary,Central Midfield,70000000,RB Leipzig,Liverpool FC,70000000,Transfer,,
542,23/24 Summer,Alexis Mac Allister,24,Argentina,Central Midfield,65000000,Brighton & Hove Albion,Liverpool FC,42000000,Transfer,,
543,23/24 Summer,Ryan Gravenberch,21,Netherlands,Central Midfield,35000000,Bayern Munich,Liverpool FC,40000000,Transfer,,
544,23/24 Summer,Wataru Endo,30,Japan,Defensive Midfield,13000000,VfB Stuttgart,Liverpool FC,20000000,Transfer,,
545,23/24 Summer,Ben Doak,17,Scotland,Right Winger,10000000,Liverpool FC U18,Liverpool FC,-,Graduated,,
546,23/24 Summer,Conor Bradley,19,Northern Ireland,Right-Back,1500000,Liverpool FC U21,Liverpool FC,-,Graduated,,
547,23/24 Summer,Jarell Quansah,20,England,Centre-Back,2000000,Liverpool FC U21,Liverpool FC,-,Graduated,,
548,23/24 Summer,Fabinho,29,Brazil,Defensive Midfield,38000000,Liverpool FC,Al-Ittihad Club,46700000,Transfer,,
549,23/24 Summer,Jordan Henderson,33,England,Central Midfield,8000000,Liverpool FC,Al-Ettifaq FC,14000000,Transfer,,
550,23/24 Summer,Alex Oxlade-Chamberlain,29,England,Central Midfield,6000000,Liverpool FC,Besiktas JK,0,Free transfer,,
551,23/24 Summer,Roberto Firmino,31,Brazil,Centre-Forward,15000000,Liverpool FC,Al-Ahli SFC,0,Free transfer,,
552,23/24 Summer,James Milner,37,England,Central Midfield,1500000,Liverpool FC,Brighton & Hove Albion,0,Free transfer,,
553,23/24 Summer,Naby Keïta,28,Guinea,Central Midfield,9000000,Liverpool FC,SV Werder Bremen,0,Free transfer,,
554,23/24 Summer,Fábio Carvalho,20,Portugal,Attacking Midfield,16000000,Liverpool FC,RB Leipzig,0,Loan,,
555,23/24 Summer,Rhys Williams,22,England,Centre-Back,2000000,Liverpool FC,Aberdeen FC,0,Loan,,
556,23/24 Summer,Sepp van den Berg,21,Netherlands,Centre-Back,5000000,Liverpool FC,1.FSV Mainz 05,0,Loan,,
557,23/24 Summer,Calvin Ramsay,19,Scotland,Right-Back,5000000,Liverpool FC,Preston North End,0,Loan,,
558,23/24 Summer,Nathaniel Phillips,26,England,Centre-Back,4000000,Liverpool FC,Celtic FC,0,Loan,,
559,23/24 Summer,Arthur Melo,26,Brazil,Central Midfield,15000000,Liverpool FC,Juventus FC,0,End of loan,,
560,23/24 Summer,Josko Gvardiol,21,Croatia,Centre-Back,80000000,RB Leipzig,Manchester City,90000000,Transfer,,
561,23/24 Summer,Matheus Nunes,25,Portugal,Central Midfield,55000000,Wolverhampton Wanderers,Manchester City,62000000,Transfer,,
562,23/24 Summer,Jérémy Doku,21,Belgium,Left Winger,60000000,Stade Rennais FC,Manchester City,60000000,Transfer,,
563,23/24 Summer,Mateo Kovacic,29,Croatia,Central Midfield,38000000,Chelsea FC,Manchester City,29100000,Transfer,,
564,23/24 Summer,James McAtee,20,England,Central Midfield,12000000,Manchester City U21,Manchester City,-,Graduated,,
565,23/24 Summer,Tommy Doyle,21,England,Central Midfield,7000000,Manchester City U21,Manchester City,-,Graduated,,
566,23/24 Summer,Oscar Bobb,19,Norway,Right Winger,10000000,Manchester City U21,Manchester City,-,Graduated,,
567,23/24 Summer,Cole Palmer,21,England,Attacking Midfield,32000000,Manchester City,Chelsea FC,47000000,Transfer,,
568,23/24 Summer,Riyad Mahrez,32,Algeria,Right Winger,18000000,Manchester City,Al-Ahli SFC,35000000,Transfer,,
569,23/24 Summer,Aymeric Laporte,29,Spain,Centre-Back,25000000,Manchester City,Al-Nassr FC,27500000,Transfer,,
570,23/24 Summer,Yangel Herrera,25,Venezuela,Central Midfield,10000000,Manchester City,Girona FC,5000000,Transfer,,
571,23/24 Summer,?lkay Gündo?an,32,Germany,Central Midfield,20000000,Manchester City,FC Barcelona,0,Free transfer,,
572,23/24 Summer,Benjamin Mendy,29,France,Left-Back,3000000,Manchester City,FC Lorient,0,Free transfer,,
573,23/24 Summer,Nahuel Bustos,24,Argentina,Centre-Forward,4500000,Manchester City,CA Talleres,0,Free transfer,,
574,23/24 Summer,Josh Wilson-Esbrand,20,England,Left-Back,1500000,Manchester City,Stade Reims,0,Loan,,
575,23/24 Summer,Máximo Perrone,20,Argentina,Defensive Midfield,10000000,Manchester City,UD Las Palmas,0,Loan,,
576,23/24 Summer,Taylor Harwood-Bellis,21,England,Centre-Back,25000000,Manchester City,Southampton FC,0,Loan,,
577,23/24 Summer,Tommy Doyle,21,England,Central Midfield,7000000,Manchester City,Wolverhampton Wanderers,0,Loan,,
578,23/24 Summer,James McAtee,20,England,Central Midfield,12000000,Manchester City,Sheffield United,0,Loan,,
579,23/24 Summer,João Cancelo,29,Portugal,Right-Back,50000000,Manchester City,FC Barcelona,0,Loan,,
580,23/24 Summer,Slobodan Tedic,23,Serbia,Centre-Forward,600000,Manchester City,Charlton Athletic,0,Loan,,
581,23/24 Summer,Issa Kaboré,22,Burkina Faso,Right-Back,7000000,Manchester City,Luton Town,0,Loan,,
582,23/24 Summer,Rasmus Højlund,20,Denmark,Centre-Forward,65000000,Atalanta BC,Manchester United,75000000,Transfer,,
583,23/24 Summer,Mason Mount,24,England,Attacking Midfield,60000000,Chelsea FC,Manchester United,64200000,Transfer,,
584,23/24 Summer,André Onana,27,Cameroon,Goalkeeper,40000000,Inter Milan,Manchester United,50200000,Transfer,,
585,23/24 Summer,Sofyan Amrabat,27,Morocco,Defensive Midfield,30000000,ACF Fiorentina,Manchester United,10000000,Loan,,
586,23/24 Summer,Altay Bayındır,25,Turkey,Goalkeeper,10000000,Fenerbahce,Manchester United,5000000,Transfer,,
587,23/24 Summer,Jonny Evans,35,Northern Ireland,Centre-Back,2000000,Leicester City,Manchester United,0,Free transfer,,
588,23/24 Summer,Sergio Reguilón,26,Spain,Left-Back,10000000,Tottenham Hotspur,Manchester United,0,Loan,,
589,23/24 Summer,Dean Henderson,26,England,Goalkeeper,18000000,Manchester United,Crystal Palace,17500000,Transfer,,
590,23/24 Summer,Anthony Elanga,21,Sweden,Left Winger,18000000,Manchester United,Nottingham Forest,17500000,Transfer,,
591,23/24 Summer,Fred,30,Brazil,Central Midfield,20000000,Manchester United,Fenerbahce,9740000,Transfer,,
592,23/24 Summer,Matej Kovar,23,Czech Republic,Goalkeeper,5000000,Manchester United,Bayer 04 Leverkusen,5000000,Transfer,,
593,23/24 Summer,Alex Telles,30,Brazil,Left-Back,7000000,Manchester United,Al-Nassr FC,4600000,Transfer,,
594,23/24 Summer,Zidane Iqbal,20,Iraq,Central Midfield,1000000,Manchester United,FC Utrecht,1000000,Transfer,,
595,23/24 Summer,Eric Bailly,29,Cote d'Ivoire,Centre-Back,4000000,Manchester United,Besiktas JK,0,Free transfer,,
596,23/24 Summer,Teden Mengi,21,England,Centre-Back,2000000,Manchester United,Luton Town,?,Transfer,,
597,23/24 Summer,Brandon Williams,22,England,Left-Back,5000000,Manchester United,Ipswich Town,0,Loan,,
598,23/24 Summer,Mason Greenwood,21,England,Right Winger,5000000,Manchester United,Getafe CF,0,Loan,,
599,23/24 Summer,Álvaro Carreras,20,Spain,Left-Back,7000000,Manchester United,Granada CF,0,Loan,,
600,23/24 Summer,David de Gea,32,Spain,Goalkeeper,8000000,Manchester United,Without Club,-,End of contract,,
601,23/24 Summer,Axel Tuanzebe,25,England,Centre-Back,3500000,Manchester United,Without Club,-,End of contract,,
602,23/24 Summer,Phil Jones,31,England,Centre-Back,1000000,Manchester United,Without Club,-,End of contract,,
603,23/24 Summer,Marcel Sabitzer,29,Austria,Central Midfield,20000000,Manchester United,Bayern Munich,0,End of loan,,
604,23/24 Summer,Wout Weghorst,30,Netherlands,Centre-Forward,9000000,Manchester United,Burnley FC,0,End of loan,,
605,23/24 Summer,Jack Butland,30,England,Goalkeeper,2000000,Manchester United,Crystal Palace,0,End of loan,,
606,23/24 Summer,Brennan Johnson,22,Wales,Right Winger,48000000,Nottingham Forest,Tottenham Hotspur,55000000,Transfer,,
607,23/24 Summer,James Maddison,26,England,Attacking Midfield,70000000,Leicester City,Tottenham Hotspur,46300000,Transfer,,
608,23/24 Summer,Pedro Porro,23,Spain,Right-Back,40000000,Sporting CP,Tottenham Hotspur,40000000,Transfer,,
609,23/24 Summer,Micky van de Ven,22,Netherlands,Centre-Back,40000000,VfL Wolfsburg,Tottenham Hotspur,40000000,Transfer,,
610,23/24 Summer,Dejan Kulusevski,23,Sweden,Right Winger,50000000,Juventus FC,Tottenham Hotspur,30000000,Transfer,,
611,23/24 Summer,Guglielmo Vicario,26,Italy,Goalkeeper,20000000,FC Empoli,Tottenham Hotspur,19000000,Transfer,,
612,23/24 Summer,Alejo Véliz,19,Argentina,Centre-Forward,11000000,CA Rosario Central,Tottenham Hotspur,15000000,Transfer,,
613,23/24 Summer,Ashley Phillips,18,England,Centre-Back,2000000,Blackburn Rovers,Tottenham Hotspur,2300000,Transfer,,
614,23/24 Summer,Manor Solomon,23,Israel,Left Winger,18000000,Shakhtar Donetsk,Tottenham Hotspur,0,Free transfer,,
615,23/24 Summer,Harry Kane,30,England,Centre-Forward,110000000,Tottenham Hotspur,Bayern Munich,95000000,Transfer,,
616,23/24 Summer,Harry Winks,27,England,Defensive Midfield,12000000,Tottenham Hotspur,Leicester City,11600000,Transfer,,
617,23/24 Summer,Davinson Sánchez,27,Colombia,Centre-Back,14000000,Tottenham Hotspur,Galatasaray,9500000,Transfer,,
618,23/24 Summer,Djed Spence,23,England,Right-Back,8000000,Tottenham Hotspur,Leeds United,1100000,Loan,,
619,23/24 Summer,Lucas Moura,30,Brazil,Right Winger,6000000,Tottenham Hotspur,São Paulo Futebol Clube,0,Free transfer,,
620,23/24 Summer,Tanguy Ndombélé,26,France,Central Midfield,21000000,Tottenham Hotspur,Galatasaray,0,Loan,,
621,23/24 Summer,Joe Rodon,25,Wales,Centre-Back,5000000,Tottenham Hotspur,Leeds United,0,Loan,,
622,23/24 Summer,Japhet Tanganga,24,England,Centre-Back,5000000,Tottenham Hotspur,FC Augsburg,0,Loan,,
623,23/24 Summer,Sergio Reguilón,26,Spain,Left-Back,10000000,Tottenham Hotspur,Manchester United,0,Loan,,
624,23/24 Summer,Dejan Kulusevski,23,Sweden,Right Winger,50000000,Tottenham Hotspur,Juventus FC,0,End of loan,,
625,23/24 Summer,Pedro Porro,23,Spain,Right-Back,40000000,Tottenham Hotspur,Sporting CP,0,End of loan,,
626,23/24 Summer,Arnaut Danjuma,26,Netherlands,Left Winger,20000000,Tottenham Hotspur,Villarreal CF,0,End of loan,,
627,23/24 Summer,Clément Lenglet,28,France,Centre-Back,10000000,Tottenham Hotspur,FC Barcelona,0,End of loan,,

